2,14/08/01,00:14:10,1.1,214,78,8.6,-9.0,37,519.1,12.0,0,
2,14/08/01,00:29:10,1.4,172,73,6.8,-9.1,36,519.1,12.0,0,
2,14/08/01,00:44:10,1.1,169,70,7.0,-9.2,36,519.1,12.1,0,
2,14/08/01,00:59:10,3.1,176,56,9.9,-9.1,36,519.1,12.0,0,
2,14/08/01,01:14:10,1.1,169,72,6.0,-9.4,35,519.1,12.0,0,
2,14/08/01,01:29:10,0.3,66,84,5.9,-9.5,33,519.1,12.0,0,
2,14/08/01,01:44:10,2.6,177,50,9.9,-9.6,33,519.1,12.0,0,
2,14/08/01,01:59:11,2.3,188,61,9.8,-9.5,32,518.9,11.9,0,
2,14/08/01,02:14:13,4.3,213,35,8.5,-9.4,32,519.0,12.0,80,
2,14/08/01,02:29:10,4.8,210,35,9.5,-9.3,31,518.9,11.9,0,
2,14/08/01,02:44:10,6.1,212,31,8.9,-8.9,29,518.9,11.9,0,
2,14/08/01,02:59:10,6.9,207,31,10.6,-8.6,28,518.8,11.9,0,
2,14/08/01,03:14:10,6.5,206,31,10.5,-8.5,28,518.9,11.9,0,
2,14/08/01,03:29:10,6.8,210,30,10.3,-8.7,28,518.8,12.0,0,
2,14/08/01,03:44:10,7.7,209,31,11.7,-8.5,28,518.6,11.9,0,
2,14/08/01,03:59:10,8.1,211,28,12.6,-8.5,28,518.7,11.9,0,
2,14/08/01,04:14:10,7.7,210,29,13.1,-8.6,28,518.7,11.9,0,
2,14/08/01,04:29:10,8.5,200,32,14.3,-8.7,28,518.6,11.9,0,
2,14/08/01,04:44:10,10.1,197,28,15.0,-8.0,27,518.6,11.8,0,
2,14/08/01,04:59:10,9.2,203,28,14.1,-8.6,28,518.7,11.8,0,
2,14/08/01,05:14:10,10.3,197,27,15.2,-8.5,27,518.5,11.8,0,
2,14/08/01,05:29:10,11.7,202,21,15.8,-8.3,27,518.4,11.8,0,
2,14/08/01,05:44:10,13.5,205,17,18.0,-7.8,26,518.2,11.8,0,
2,14/08/01,05:59:10,15.2,207,9,18.7,-7.7,25,518.0,11.8,0,
2,14/08/01,06:14:10,14.0,208,13,19.9,-7.8,24,518.0,11.8,0,
2,14/08/01,06:29:10,16.0,207,10,19.5,-7.2,20,517.8,11.8,0,
2,14/08/01,06:44:10,15.0,208,8,17.8,-7.3,20,517.9,11.8,0,
2,14/08/01,06:59:10,14.4,206,7,17.3,-7.5,21,517.8,11.7,0,
2,14/08/01,07:14:10,13.5,206,7,15.8,-7.6,21,517.9,11.8,0,
2,14/08/01,07:29:10,13.6,203,9,16.9,-7.7,20,517.8,11.7,0,
2,14/08/01,07:44:10,13.7,205,7,17.5,-7.7,20,517.8,11.7,0,
2,14/08/01,07:59:10,13.7,204,7,17.4,-7.7,19,517.7,11.7,0,
