2,14/07/01,00:14:10,3.0,214,73,12.6,-11.9,53,515.0,11.6,0,
2,14/07/01,00:29:10,3.2,223,72,15.3,-12.1,54,515.0,11.6,0,
2,14/07/01,00:44:10,3.0,213,75,15.0,-12.1,57,515.0,11.6,0,
2,14/07/01,00:59:10,3.2,213,71,12.0,-12.3,61,515.0,11.5,0,
2,14/07/01,01:14:10,3.5,216,69,12.4,-12.4,64,515.0,11.6,0,
2,14/07/01,01:29:10,3.3,201,70,14.3,-12.5,66,515.0,11.5,0,
2,14/07/01,01:44:10,4.6,243,65,16.0,-12.2,65,514.8,11.5,0,
2,14/07/01,01:59:10,5.7,250,61,17.3,-12.1,61,514.6,11.5,0,
2,14/07/01,02:14:10,4.1,210,69,15.5,-12.1,55,514.6,11.5,0,
2,14/07/01,02:29:10,3.8,211,70,15.7,-12.1,53,514.5,11.4,0,
2,14/07/01,02:44:10,4.8,220,69,18.0,-11.9,43,514.2,11.4,0,
2,14/07/01,02:59:10,4.3,216,72,19.6,-12.0,40,514.1,11.4,0,
2,14/07/01,03:14:10,4.3,205,74,20.6,-12.1,38,514.0,11.4,0,
2,14/07/01,03:29:10,2.9,196,86,23.7,-12.4,45,514.0,11.5,0,
2,14/07/01,03:44:10,2.5,201,80,18.8,-12.8,56,514.2,11.4,0,
2,14/07/01,03:59:10,1.1,183,91,15.5,-13.1,66,514.2,11.3,0,
2,14/07/01,04:14:10,2.4,223,82,15.8,-13.3,73,514.1,11.3,0,
2,14/07/01,04:29:10,3.6,223,71,17.3,-13.4,77,514.0,11.3,0,
2,14/07/01,04:44:10,2.7,215,82,15.5,-13.5,81,514.0,11.3,0,
2,14/07/01,04:59:11,3.1,213,73,16.8,-13.5,86,513.9,11.4,0,
2,14/07/01,05:14:13,2.5,232,82,16.1,-13.6,92,513.8,11.3,80,
2,14/07/01,05:29:10,1.9,205,84,16.5,-13.4,92,513.8,11.3,0,
2,14/07/01,05:44:10,2.2,179,77,16.3,-13.3,93,513.5,11.3,0,
2,14/07/01,05:59:10,1.6,178,86,14.1,-13.2,93,513.4,11.3,0,
2,14/07/01,06:14:10,0.7,85,90,16.2,-13.1,92,513.5,11.3,0,
2,14/07/01,06:29:10,2.2,149,71,10.6,-13.1,92,513.4,11.2,0,
2,14/07/01,06:44:10,1.4,156,86,16.3,-13.0,0,513.3,11.2,20,
2,14/07/01,06:59:10,1.6,139,79,15.5,-12.9,92,513.2,11.2,0,
2,14/07/01,07:14:10,1.1,145,84,15.5,-12.9,92,513.0,11.2,0,
2,14/07/01,07:29:10,1.3,145,83,15.1,-13.0,92,512.9,11.2,0,
2,14/07/01,07:44:10,1.0,140,87,14.7,-13.1,92,513.0,11.1,0,
2,14/07/01,07:59:10,1.0,110,86,12.6,-13.2,92,513.0,11.1,0,
2,14/07/01,08:14:10,1.2,169,84,16.4,-13.2,92,513.0,11.1,0,
2,14/07/01,08:29:10,1.4,137,76,9.9,-13.2,92,513.1,11.3,0,
2,14/07/01,08:44:10,1.7,166,72,10.2,-13.2,92,513.1,11.3,0,
2,14/07/01,08:59:10,0.8,146,88,11.4,-13.3,92,513.3,11.3,0,
2,14/07/01,09:14:10,1.7,196,80,12.2,-13.3,92,513.3,11.3,0,
2,14/07/01,09:29:10,2.1,197,79,14.1,-13.4,92,513.2,11.2,0,
2,14/07/01,09:44:10,2.9,199,73,14.0,-13.4,92,513.2,11.3,0,
2,14/07/01,09:59:10,2.2,207,79,13.8,-13.4,92,513.5,11.3,0,
2,14/07/01,10:14:10,1.1,168,86,11.9,-13.4,92,513.7,11.2,0,
