2,07/07/01,00:14:10,4.6,230,3,5.3,-4.3,2,521.3,12.6,0,
# closing this file, next is: WS070701.ser
# this file opened 2007 07 01 (y m d) 00:15:50
2,07/07/01,00:29:10,5.2,219,4,5.9,-4.3,3,521.3,12.6,0,
2,07/07/01,00:44:10,4.8,213,5,6.0,-4.6,3,521.6,12.6,0,
2,07/07/01,00:59:10,3.9,209,4,4.5,-4.4,3,521.6,12.6,0,
2,07/07/01,01:14:10,3.0,186,4,4.1,-4.7,4,521.6,12.6,0,
2,07/07/01,01:29:10,2.6,196,8,3.6,-4.3,3,521.6,12.7,0,
2,07/07/01,01:44:10,2.1,184,14,4.0,-5.1,4,521.6,12.6,0,
2,07/07/01,01:59:10,1.0,165,27,2.9,-5.3,3,521.6,12.7,0,
2,07/07/01,02:14:10,1.4,179,17,2.9,-4.6,2,521.6,12.6,0,
2,07/07/01,02:29:10,2.5,183,8,3.6,-5.0,3,521.6,12.6,0,
2,07/07/01,02:44:10,2.2,184,8,3.4,-4.9,3,521.6,12.6,0,
2,07/07/01,02:59:10,3.3,186,6,5.1,-4.3,2,521.6,12.6,0,
2,07/07/01,03:14:10,2.9,189,7,3.6,-4.3,2,521.6,12.6,0,
2,07/07/01,03:29:10,3.0,197,4,3.5,-3.6,1,521.6,12.5,0,
2,07/07/01,03:44:10,4.3,197,4,5.5,-3.4,1,521.6,12.6,0,
2,07/07/01,03:59:10,4.4,203,4,5.0,-3.5,2,521.6,12.5,0,
2,07/07/01,04:14:10,3.9,209,3,4.6,-3.2,1,521.6,12.6,0,
2,07/07/01,04:29:10,4.2,215,6,5.3,-3.0,1,521.6,12.5,0,
2,07/07/01,04:44:10,4.2,218,4,5.0,-3.3,2,521.6,12.5,0,
2,07/07/01,04:59:10,3.3,210,3,3.7,-3.2,1,521.6,12.5,0,
2,07/07/01,05:14:10,3.2,211,5,4.0,-3.0,1,521.5,12.5,0,
2,07/07/01,05:29:10,2.8,212,5,3.1,-2.9,1,521.3,12.5,0,
2,07/07/01,05:44:10,2.7,213,3,3.1,-2.8,1,521.3,12.5,0,
2,07/07/01,05:59:10,1.8,227,10,2.7,-2.9,1,521.3,12.5,0,
2,07/07/01,06:14:10,1.3,233,8,1.9,-2.7,1,521.3,12.5,0,
2,07/07/01,06:29:10,1.4,222,7,2.1,-2.8,1,521.3,12.4,0,
2,07/07/01,06:44:10,1.4,218,13,1.8,-3.0,1,521.1,12.4,0,
2,07/07/01,06:59:10,0.8,202,7,1.5,-3.7,1,521.1,12.4,0,
2,07/07/01,07:14:10,0.2,235,21,1.1,-4.2,1,521.0,12.4,0,
2,07/07/01,07:29:10,0.9,198,13,1.4,-4.0,1,520.9,12.4,0,
2,07/07/01,07:44:10,1.1,203,12,2.6,-4.1,1,520.8,12.5,0,
2,07/07/01,07:59:10,1.2,213,23,2.9,-3.9,1,520.8,12.4,0,
2,07/07/01,08:14:10,2.0,206,7,4.2,-3.9,1,520.8,12.4,0,
