2,14/09/01,00:14:10,6.1,261,49,12.1,-10.1,96,518.3,11.9,0,
2,14/09/01,00:29:10,6.2,263,44,11.3,-10.1,96,518.3,11.9,0,
2,14/09/01,00:44:10,6.6,274,38,10.9,-10.3,96,518.3,11.9,0,
2,14/09/01,00:59:10,5.9,274,42,10.9,-10.6,95,518.3,11.8,0,
2,14/09/01,01:14:10,6.4,276,41,11.9,-11.0,93,518.3,11.8,0,
2,14/09/01,01:29:10,3.7,250,53,10.7,-10.1,77,518.5,11.9,0,
2,14/09/01,01:44:10,2.9,302,55,8.1,-9.5,59,518.5,11.8,0,
2,14/09/01,01:59:10,5.8,331,35,12.5,-9.2,44,518.4,11.8,0,
2,14/09/01,02:14:10,7.3,335,25,11.1,-9.1,42,518.3,11.8,0,
2,14/09/01,02:29:10,6.0,331,29,10.4,-9.0,36,518.3,11.8,0,
2,14/09/01,02:44:10,6.9,326,29,11.9,-8.8,23,518.3,11.7,0,
2,14/09/01,02:59:10,8.5,328,23,13.4,-8.7,19,518.2,11.7,0,
2,14/09/01,03:14:10,7.3,317,27,13.6,-8.7,15,518.1,11.8,0,
2,14/09/01,03:29:10,7.5,293,33,13.3,-9.0,18,518.0,11.7,0,
2,14/09/01,03:44:10,3.2,242,63,9.4,-9.5,30,518.3,11.8,0,
2,14/09/01,03:59:10,2.5,224,73,11.9,-9.4,30,518.3,11.7,0,
2,14/09/01,04:14:10,2.1,215,79,12.6,-9.3,23,518.3,11.7,0,
2,14/09/01,04:29:10,2.4,223,75,10.9,-9.5,30,518.2,11.7,0,
2,14/09/01,04:44:10,2.5,209,75,11.4,-9.8,39,518.0,11.7,0,
2,14/09/01,04:59:10,3.0,230,69,11.7,-9.9,44,517.9,11.7,0,
2,14/09/01,05:14:10,3.7,243,64,12.4,-9.9,35,517.7,11.7,0,
2,14/09/01,05:29:10,3.4,238,68,11.6,-9.7,25,517.6,11.7,0,
2,14/09/01,05:44:10,2.9,226,69,10.7,-9.8,24,517.5,11.6,0,
2,14/09/01,05:59:10,2.8,224,70,11.4,-9.9,28,517.4,11.6,0,
2,14/09/01,06:14:10,3.7,245,66,12.3,-10.2,34,517.2,11.6,0,
2,14/09/01,06:29:10,4.5,255,61,12.1,-10.3,37,517.0,11.6,0,
2,14/09/01,06:44:10,3.7,220,67,11.9,-10.3,39,516.9,11.5,0,
2,14/09/01,06:59:10,3.6,228,63,11.1,-10.4,41,516.9,11.5,0,
2,14/09/01,07:14:10,3.1,221,70,11.2,-10.5,43,516.9,11.5,0,
2,14/09/01,07:29:10,3.3,232,66,12.5,-10.5,42,516.9,11.6,0,
2,14/09/01,07:44:10,3.1,234,68,11.0,-10.2,27,516.9,11.6,0,
2,14/09/01,07:59:10,3.0,231,69,10.6,-10.0,22,516.8,11.6,0,
2,14/09/01,08:14:10,4.4,250,64,14.6,-10.1,25,516.7,11.5,0,
2,14/09/01,08:29:10,4.1,248,64,12.1,-10.2,24,516.7,11.5,0,
2,14/09/01,08:44:10,3.4,234,72,13.9,-10.2,22,516.7,11.5,0,
2,14/09/01,08:59:10,3.6,239,68,12.6,-10.2,19,516.7,11.5,0,
2,14/09/01,09:14:10,2.6,219,72,12.1,-10.0,15,516.8,11.4,0,
2,14/09/01,09:29:10,2.5,232,72,11.0,-10.0,16,516.8,11.5,0,
2,14/09/01,09:44:10,2.5,229,75,13.5,-10.2,19,516.7,11.4,0,
2,14/09/01,09:59:10,2.9,231,73,11.6,-10.4,22,516.7,11.4,0,
2,14/09/01,10:14:10,2.2,224,79,11.8,-10.5,23,516.8,11.4,0,
2,14/09/01,10:29:10,2.2,221,79,12.0,-10.2,19,516.9,11.4,0,
2,14/09/01,10:44:10,1.7,211,87,12.3,-10.2,17,517.0,11.4,0,
2,14/09/01,10:59:10,1.5,208,87,14.4,-9.9,14,517.1,11.4,0,
2,14/09/01,11:14:10,1.4,209,87,11.8,-9.5,14,517.2,11.5,0,
2,14/09/01,11:29:10,0.9,219,94,13.2,-9.2,13,517.3,11.5,0,
2,14/09/01,11:44:10,0.2,165,99,9.0,-8.8,13,517.5,11.7,0,
2,14/09/01,11:59:10,0.8,208,93,12.2,-8.6,12,517.5,11.8,0,
2,14/09/01,12:14:10,0.3,133,97,7.8,-8.0,11,517.6,12.0,0,
2,14/09/01,12:29:10,0.5,23,90,11.3,-7.7,11,517.7,12.1,0,
2,14/09/01,12:44:10,0.6,190,98,10.1,-7.5,11,517.7,12.2,0,
2,14/09/01,12:59:11,0.7,251,97,11.7,-7.3,11,517.9,12.3,0,
2,14/09/01,13:14:13,0.1,85,100,9.7,-7.5,12,518.1,12.4,80,
2,14/09/01,13:29:10,0.5,226,98,7.2,-6.8,11,518.1,12.4,0,
2,14/09/01,13:44:10,0.5,280,94,8.9,-6.8,11,518.1,12.4,0,
2,14/09/01,13:59:10,1.6,227,81,10.5,-7.1,12,518.1,12.5,0,
2,14/09/01,14:14:10,1.7,208,79,12.2,-6.6,12,518.2,12.6,0,
2,14/09/01,14:29:10,1.9,239,78,9.6,-6.4,13,518.4,12.6,0,
